1,2,2,0,0,4,
1,2,2,0,1,1,
1,2,2,0,2,2,
1,2,2,0,3,4,
1,2,2,0,4,4,
1,2,2,0,5,0,
1,2,2,0,6,1,
1,2,2,0,7,2,
1,2,2,0,8,1,
1,2,2,0,9,1,
1,2,2,0,10,1,
1,2,2,0,11,1,
1,2,2,0,12,1,
1,2,2,0,13,3,
1,2,2,0,14,1,
1,2,2,0,15,3,
1,2,2,0,16,3,
1,2,2,0,17,1,
1,2,2,0,18,1,
1,2,2,0,19,2,
1,2,2,0,20,4,
1,2,2,0,21,2,
1,2,2,0,22,1,
1,2,2,0,23,0,
1,2,2,0,24,2,
1,2,2,0,25,1,
1,2,2,0,26,3,
1,2,2,0,27,0,
1,2,2,0,28,0,
1,2,2,0,29,1,
1,2,2,0,30,3,
1,2,2,0,31,1,
1,2,2,0,32,2,
1,2,2,0,33,0,
1,2,2,0,34,1,
1,2,2,0,35,1,
1,2,2,0,36,1,
1,2,2,0,37,2,
1,2,2,0,38,2,
1,2,2,0,39,2,
1,2,2,0,40,1,
1,2,2,0,41,0,
1,2,2,0,42,2,
1,2,2,0,43,0,
1,2,2,0,44,2,
1,2,2,0,45,3,
1,2,2,0,46,1,
1,2,2,0,47,4,
1,2,2,0,48,0,
1,2,2,0,49,1,
1,2,2,0,50,0,
1,2,2,0,51,0,
1,2,2,0,52,0,
1,2,2,0,53,1,
1,2,2,0,54,1,
1,2,2,0,55,0,
1,2,2,0,56,1,
1,2,2,0,57,0,
1,2,2,0,58,1,
1,2,2,0,59,0,
1,2,2,1,0,0,
1,2,2,1,1,0,
1,2,2,1,2,1,
1,2,2,1,3,1,
1,2,2,1,4,1,
1,2,2,1,5,5,
1,2,2,1,6,0,
1,2,2,1,7,1,
1,2,2,1,8,3,
1,2,2,1,9,3,
1,2,2,1,10,1,
1,2,2,1,11,1,
1,2,2,1,12,1,
1,2,2,1,13,0,
1,2,2,1,14,1,
1,2,2,1,15,0,
1,2,2,1,16,1,
1,2,2,1,17,0,
1,2,2,1,18,1,
1,2,2,1,19,1,
1,2,2,1,20,0,
1,2,2,1,21,1,
1,2,2,1,22,0,
1,2,2,1,23,1,
1,2,2,1,24,3,
1,2,2,1,25,2,
1,2,2,1,26,1,
1,2,2,1,27,1,
1,2,2,1,28,1,
1,2,2,1,29,1,
1,2,2,1,30,0,
1,2,2,1,31,1,
1,2,2,1,32,1,
1,2,2,1,33,0,
1,2,2,1,34,1,
1,2,2,1,35,1,
1,2,2,1,36,0,
1,2,2,1,37,1,
1,2,2,1,38,1,
1,2,2,1,39,1,
1,2,2,1,40,2,
1,2,2,1,41,0,
1,2,2,1,42,2,
1,2,2,1,43,0,
1,2,2,1,44,0,
1,2,2,1,45,0,
1,2,2,1,46,1,
1,2,2,1,47,1,
1,2,2,1,48,0,
1,2,2,1,49,0,
1,2,2,1,50,0,
1,2,2,1,51,1,
1,2,2,1,52,3,
1,2,2,1,53,0,
1,2,2,1,54,0,
1,2,2,1,55,0,
1,2,2,1,56,0,
1,2,2,1,57,0,
1,2,2,1,58,0,
1,2,2,1,59,1,
1,2,2,2,0,0,
1,2,2,2,1,0,
1,2,2,2,2,0,
1,2,2,2,3,1,
1,2,2,2,4,0,
1,2,2,2,5,1,
1,2,2,2,6,1,
1,2,2,2,7,3,
1,2,2,2,8,2,
1,2,2,2,9,0,
1,2,2,2,10,0,
1,2,2,2,11,1,
1,2,2,2,12,2,
1,2,2,2,13,1,
1,2,2,2,14,0,
1,2,2,2,15,0,
1,2,2,2,16,0,
1,2,2,2,17,2,
1,2,2,2,18,0,
1,2,2,2,19,1,
1,2,2,2,20,0,
1,2,2,2,21,1,
1,2,2,2,22,0,
1,2,2,2,23,0,
1,2,2,2,24,0,
1,2,2,2,25,0,
1,2,2,2,26,0,
1,2,2,2,27,1,
1,2,2,2,28,0,
1,2,2,2,29,1,
1,2,2,2,30,1,
1,2,2,2,31,0,
1,2,2,2,32,1,
1,2,2,2,33,1,
1,2,2,2,34,0,
1,2,2,2,35,0,
1,2,2,2,36,2,
1,2,2,2,37,0,
1,2,2,2,38,2,
1,2,2,2,39,2,
1,2,2,2,40,0,
1,2,2,2,41,0,
1,2,2,2,42,0,
1,2,2,2,43,0,
1,2,2,2,44,0,
1,2,2,2,45,1,
1,2,2,2,46,0,
1,2,2,2,47,1,
1,2,2,2,48,1,
1,2,2,2,49,0,
1,2,2,2,50,0,
1,2,2,2,51,0,
1,2,2,2,52,1,
1,2,2,2,53,0,
1,2,2,2,54,0,
1,2,2,2,55,2,
1,2,2,2,56,1,
1,2,2,2,57,1,
1,2,2,2,58,0,
1,2,2,2,59,0,
1,2,2,3,0,0,
1,2,2,3,1,0,
1,2,2,3,2,0,
1,2,2,3,3,1,
1,2,2,3,4,2,
1,2,2,3,5,2,
1,2,2,3,6,1,
1,2,2,3,7,0,
1,2,2,3,8,0,
1,2,2,3,9,0,
1,2,2,3,10,0,
1,2,2,3,11,0,
1,2,2,3,12,0,
1,2,2,3,13,0,
1,2,2,3,14,0,
1,2,2,3,15,0,
1,2,2,3,16,0,
1,2,2,3,17,1,
1,2,2,3,18,1,
1,2,2,3,19,1,
1,2,2,3,20,0,
1,2,2,3,21,0,
1,2,2,3,22,2,
1,2,2,3,23,1,
1,2,2,3,24,3,
1,2,2,3,25,1,
1,2,2,3,26,0,
1,2,2,3,27,2,
1,2,2,3,28,1,
1,2,2,3,29,1,
1,2,2,3,30,0,
1,2,2,3,31,3,
1,2,2,3,32,2,
1,2,2,3,33,0,
1,2,2,3,34,1,
1,2,2,3,35,3,
1,2,2,3,36,0,
1,2,2,3,37,1,
1,2,2,3,38,3,
1,2,2,3,39,1,
1,2,2,3,40,3,
1,2,2,3,41,0,
1,2,2,3,42,1,
1,2,2,3,43,0,
1,2,2,3,44,0,
1,2,2,3,45,0,
1,2,2,3,46,0,
1,2,2,3,47,0,
1,2,2,3,48,0,
1,2,2,3,49,0,
1,2,2,3,50,0,
1,2,2,3,51,0,
1,2,2,3,52,0,
1,2,2,3,53,0,
1,2,2,3,54,1,
1,2,2,3,55,0,
1,2,2,3,56,0,
1,2,2,3,57,0,
1,2,2,3,58,1,
1,2,2,3,59,0,
1,2,2,4,0,0,
1,2,2,4,1,0,
1,2,2,4,2,0,
1,2,2,4,3,1,
1,2,2,4,4,2,
1,2,2,4,5,3,
1,2,2,4,6,0,
1,2,2,4,7,1,
1,2,2,4,8,1,
1,2,2,4,9,0,
1,2,2,4,10,0,
1,2,2,4,11,0,
1,2,2,4,12,0,
1,2,2,4,13,1,
1,2,2,4,14,1,
1,2,2,4,15,0,
1,2,2,4,16,0,
1,2,2,4,17,0,
1,2,2,4,18,2,
1,2,2,4,19,2,
1,2,2,4,20,1,
1,2,2,4,21,1,
1,2,2,4,22,2,
1,2,2,4,23,0,
1,2,2,4,24,0,
1,2,2,4,25,0,
1,2,2,4,26,0,
1,2,2,4,27,0,
1,2,2,4,28,0,
1,2,2,4,29,2,
1,2,2,4,30,1,
1,2,2,4,31,0,
1,2,2,4,32,2,
1,2,2,4,33,0,
1,2,2,4,34,0,
1,2,2,4,35,1,
1,2,2,4,36,0,
1,2,2,4,37,1,
1,2,2,4,38,0,
1,2,2,4,39,0,
1,2,2,4,40,0,
1,2,2,4,41,0,
1,2,2,4,42,0,
1,2,2,4,43,0,
1,2,2,4,44,0,
1,2,2,4,45,0,
1,2,2,4,46,0,
1,2,2,4,47,0,
1,2,2,4,48,0,
1,2,2,4,49,0,
1,2,2,4,50,1,
1,2,2,4,51,0,
1,2,2,4,52,0,
1,2,2,4,53,1,
1,2,2,4,54,0,
1,2,2,4,55,0,
1,2,2,4,56,1,
1,2,2,4,57,0,
1,2,2,4,58,0,
1,2,2,4,59,0,
1,2,2,5,0,0,
1,2,2,5,1,0,
1,2,2,5,2,0,
1,2,2,5,3,0,
1,2,2,5,4,0,
1,2,2,5,5,1,
1,2,2,5,6,0,
1,2,2,5,7,0,
1,2,2,5,8,0,
1,2,2,5,9,0,
1,2,2,5,10,0,
1,2,2,5,11,0,
1,2,2,5,12,1,
1,2,2,5,13,0,
1,2,2,5,14,1,
1,2,2,5,15,1,
1,2,2,5,16,0,
1,2,2,5,17,0,
1,2,2,5,18,0,
1,2,2,5,19,1,
1,2,2,5,20,0,
1,2,2,5,21,0,
1,2,2,5,22,1,
1,2,2,5,23,0,
1,2,2,5,24,1,
1,2,2,5,25,0,
1,2,2,5,26,0,
1,2,2,5,27,0,
1,2,2,5,28,0,
1,2,2,5,29,0,
1,2,2,5,30,0,
1,2,2,5,31,1,
1,2,2,5,32,0,
1,2,2,5,33,0,
1,2,2,5,34,0,
1,2,2,5,35,2,
1,2,2,5,36,0,
1,2,2,5,37,0,
1,2,2,5,38,0,
1,2,2,5,39,0,
1,2,2,5,40,0,
1,2,2,5,41,1,
1,2,2,5,42,0,
1,2,2,5,43,0,
1,2,2,5,44,0,
1,2,2,5,45,1,
1,2,2,5,46,0,
1,2,2,5,47,0,
1,2,2,5,48,1,
1,2,2,5,49,0,
1,2,2,5,50,2,
1,2,2,5,51,2,
1,2,2,5,52,0,
1,2,2,5,53,0,
1,2,2,5,54,0,
1,2,2,5,55,0,
1,2,2,5,56,0,
1,2,2,5,57,0,
1,2,2,5,58,0,
1,2,2,5,59,2,
1,2,2,6,0,2,
1,2,2,6,1,1,
1,2,2,6,2,1,
