1396461300000 10
1396461360000 11
1396461420000 3
1396461480000 20
1396461540000 7
1396461600000 18
1396461660000 6
1396461720000 10
1396461780000 6
1396461840000 6
1396461900000 11
1396461960000 6
1396462020000 7
1396462080000 5
1396462140000 12
1396462200000 11
1396462260000 8
1396462320000 15
1396462380000 14
1396462440000 17
1396462500000 16
1396462560000 13
1396462620000 13
1396462680000 18
1396462740000 12
1396462800000 20
1396462860000 17
1396462920000 19
1396462980000 23
1396463040000 13
1396463100000 15
1396463160000 15
1396463220000 21
1396463280000 16
1396463340000 11
1396463400000 19
1396463460000 21
1396463520000 20
1396463580000 16
1396463640000 18
1396463700000 11
1396463760000 20
1396463820000 9
1396463880000 12
1396463940000 12
1396464000000 10
1396464060000 10
1396464120000 13
1396464180000 14
1396464240000 16
1396464300000 16
1396464360000 13
1396464420000 15
1396464480000 9
1396464540000 19
1396464600000 16
1396464660000 16
1396464720000 12
1396464780000 17
1396464840000 25
1396464900000 18
1396464960000 14
1396465020000 18
1396465080000 14
1396465140000 16
1396465200000 27
1396465260000 22
1396465320000 20
1396465380000 23
1396465440000 30
1396465500000 24
1396465560000 28
1396465620000 31
1396465680000 29
1396465740000 21
1396465800000 27
1396465860000 23
1396465920000 19
1396465980000 21
1396466040000 21
1396466100000 24
1396466160000 22
1396466220000 23
1396466280000 26
1396466340000 12
1396466400000 24
1396466460000 30
1396466520000 25
1396466580000 25
1396466640000 33
1396466700000 37
1396466760000 32
1396466820000 20
1396466880000 28
1396466940000 40
1396467000000 41
1396467060000 30
1396467120000 28
1396467180000 36
1396467240000 35
1396467300000 37
1396467360000 44
1396467420000 45
1396467480000 44
1396467540000 32
1396467600000 36
1396467660000 41
1396467720000 33
1396467780000 45
1396467840000 30
1396467900000 27
1396467960000 26
1396468020000 24
1396468080000 29
1396468140000 42
1396468200000 52
1396468260000 46
1396468320000 35
1396468380000 47
1396468440000 30
1396468500000 25
1396468560000 52
1396468620000 40
1396468680000 36
1396468740000 38
1396468800000 53
1396468860000 38
1396468920000 58
1396468980000 42
1396469040000 48
1396469100000 55
1396469160000 45
1396469220000 44
1396469280000 57
1396469340000 47
1396469400000 48
1396469460000 40
1396469520000 42
1396469580000 44
1396469640000 50
1396469700000 56
1396469760000 56
1396469820000 56
1396469880000 46
1396469940000 66
1396470000000 60
1396470060000 53
1396470120000 37
1396470180000 44
1396470240000 53
1396470300000 40
1396470360000 56
1396470420000 47
1396470480000 47
1396470540000 52
1396470600000 53
1396470660000 60
1396470720000 51
1396470780000 48
1396470840000 58
1396470900000 58
1396470960000 56
1396471020000 58
1396471080000 54
1396471140000 55
1396471200000 71
1396471260000 48
1396471320000 55
1396471380000 69
1396471440000 77
1396471500000 45
1396471560000 68
1396471620000 63
1396471680000 81
1396471740000 64
1396471800000 67
1396471860000 55
1396471920000 56
1396471980000 66
1396472040000 82
1396472100000 53
1396472160000 52
1396472220000 56
1396472280000 58
1396472340000 62
1396472400000 83
1396472460000 67
1396472520000 75
1396472580000 55
1396472640000 72
1396472700000 76
1396472760000 58
1396472820000 68
1396472880000 71
1396472940000 55
1396473000000 75
1396473060000 87
1396473120000 62
1396473180000 56
1396473240000 68
1396473300000 62
1396473360000 61
1396473420000 73
1396473480000 67
1396473540000 81
1396473600000 80
1396473660000 81
1396473720000 92
1396473780000 70
1396473840000 92
1396473900000 84
1396473960000 78
1396474020000 87
1396474080000 65
1396474140000 80
1396474200000 90
1396474260000 70
1396474320000 72
1396474380000 74
1396474440000 62
1396474500000 61
1396474560000 53
1396474620000 64
1396474680000 81
1396474740000 71
1396474800000 71
1396474860000 63
1396474920000 72
1396474980000 76
1396475040000 58
1396475100000 46
1396475160000 65
1396475220000 49
1396475280000 52
1396475340000 87
1396475400000 53
1396475460000 52
1396475520000 78
1396475580000 51
1396475640000 71
1396475700000 56
1396475760000 63
1396475820000 57
1396475880000 72
1396475940000 64
1396476000000 72
1396476060000 84
1396476120000 94
1396476180000 64
1396476240000 61
