1,18,7,
1,19,11,
1,19,13,
1,20,28,
1,20,34,
1,21,18,
1,21,21,
1,22,15,
1,22,12,
1,23,8,
1,23,6,
2,0,5,
2,0,3,
2,1,74,
2,1,81,
2,2,99,
2,2,88,
2,3,87,
2,3,100,
2,4,93,
2,4,83,
2,5,88,
2,5,89,
2,6,96,
2,6,91,
2,7,98,
2,7,103,
2,8,83,
2,8,93,
2,9,90,
2,9,88,
2,10,92,
2,10,93,
2,11,111,
2,11,132,
2,12,137,
2,12,163,
2,13,158,
2,13,185,
2,14,177,
2,14,167,
2,15,129,
2,15,88,
2,16,44,
2,16,24,
2,17,34,
2,17,12,
2,18,11,
2,18,12,
2,19,11,
2,19,11,
2,20,15,
2,20,19,
2,21,26,
2,21,27,
2,22,49,
2,22,61,
2,23,66,
2,23,86,
3,0,91,
3,0,97,
3,1,88,
3,1,91,
3,2,115,
3,2,106,
3,3,117,
3,3,103,
3,4,107,
3,4,117,
3,5,143,
3,5,117,
3,6,96,
3,6,108,
3,7,96,
3,7,98,
3,8,108,
3,8,110,
3,9,113,
3,9,105,
3,10,80,
3,10,90,
3,11,101,
3,11,101,
3,12,111,
3,12,135,
3,13,127,
3,13,137,
3,14,131,
3,14,107,
3,15,85,
3,15,50,
3,16,28,
3,16,21,
3,17,15,
3,17,25,
3,18,12,
3,18,11,
3,19,9,
3,19,16,
3,20,17,
3,20,13,
3,21,23,
3,21,39,
3,22,51,
3,22,53,
3,23,80,
3,23,82,
4,0,97,
4,0,91,
4,1,99,
4,1,108,
4,2,141,
4,2,138,
4,3,121,
4,3,116,
4,4,117,
4,4,115,
4,5,117,
4,5,118,
4,6,105,
4,6,108,
4,7,105,
4,7,104,
4,8,98,
4,8,108,
4,9,190,
4,9,241,
4,10,217,
4,10,178,
4,11,160,
4,11,128,
4,12,115,
4,12,115,
4,13,103,
4,13,100,
4,14,221,
4,14,267,
4,15,236,
4,15,259,
4,16,269,
4,16,241,
4,17,15,
4,17,17,
4,18,16,
4,18,16,
4,19,13,
4,19,12,
4,20,13,
4,20,20,
4,21,21,
4,21,36,
4,22,46,
4,22,59,
4,23,79,
4,23,88,
5,0,97,
5,0,105,
5,1,133,
5,1,106,
5,2,109,
5,2,125,
5,3,108,
5,3,117,
5,4,116,
5,4,106,
5,5,115,
5,5,117,
5,6,109,
5,6,96,
5,7,105,
5,7,122,
5,8,120,
5,8,127,
5,9,105,
5,9,98,
5,10,118,
5,10,103,
5,11,125,
5,11,109,
5,12,100,
5,12,162,
5,13,172,
5,13,154,
5,14,134,
5,14,153,
5,15,124,
5,15,99,
5,16,53,
5,16,45,
5,17,22,
5,17,18,
5,18,16,
5,18,10,
5,19,28,
5,19,13,
5,20,10,
5,20,19,
5,21,23,
5,21,38,
5,22,43,
5,22,59,
5,23,63,
5,23,82,
6,0,89,
6,0,89,
6,1,95,
6,1,99,
6,2,106,
6,2,98,
6,3,104,
6,3,116,
6,4,95,
6,4,92,
6,5,96,
6,5,103,
6,6,105,
6,6,99,
6,7,91,
6,7,93,
6,8,87,
6,8,98,
6,9,85,
6,9,98,
6,10,97,
6,10,86,
6,11,88,
6,11,82,
6,12,113,
6,12,97,
6,13,103,
6,13,100,
6,14,83,
6,14,81,
6,15,58,
6,15,45,
6,16,32,
6,16,20,
6,17,18,
6,17,13,
6,18,8,
6,18,9,
6,19,11,
6,19,9,
6,20,10,
6,20,10,
6,21,14,
6,21,22,
6,22,29,
6,22,37,
6,23,52,
6,23,60,
7,0,65,
7,0,77,
7,1,75,
7,1,77,
7,2,81,
7,2,92,
7,3,92,
7,3,84,
7,4,79,
7,4,84,
7,5,91,
7,5,90,
7,6,106,
7,6,97,
7,7,92,
7,7,83,
7,8,80,
7,8,81,
7,9,73,
7,9,96,
7,10,82,
7,10,74,
7,11,88,
7,11,77,
7,12,90,
7,12,72,
7,13,63,
7,13,51,
7,14,54,
7,14,43,
7,15,36,
7,15,32,
7,16,31,
7,16,21,
7,17,14,
7,17,16,
7,18,12,
7,18,12,
7,19,10,
7,19,7,
7,20,11,
7,20,10,
7,21,11,
7,21,21,
7,22,31,
7,22,27,
7,23,33,
7,23,44,
1,0,56,
1,0,60,
1,1,69,
1,1,74,
1,2,75,
1,2,84,
1,3,80,
1,3,92,
1,4,70,
1,4,76,
1,5,72,
1,5,76,
1,6,70,
1,6,67,
1,7,75,
1,7,60,
1,8,118,
1,8,67,
1,9,75,
1,9,73,
1,10,79,
1,10,63,
1,11,84,
1,11,83,
1,12,122,
1,12,93,
1,13,73,
1,13,59,
1,14,64,
1,14,56,
1,15,53,
1,15,43,
1,16,32,
1,16,22,
1,17,16,
1,17,9,
1,18,15,
1,18,12,
1,19,11,
1,19,11,
1,20,12,
1,20,16,
1,21,18,
1,21,26,
1,22,37,
1,22,44,
1,23,55,
1,23,67,
2,0,81,
2,0,73,
2,1,74,
2,1,76,
2,2,94,
2,2,84,
2,3,116,
2,3,77,
2,4,103,
2,4,100,
2,5,97,
2,5,98,
2,6,95,
2,6,89,
2,7,84,
2,7,100,
2,8,95,
2,8,92,
2,9,117,
2,9,130,
2,10,128,
2,10,103,
2,11,103,
2,11,94,
2,12,115,
2,12,168,
2,13,158,
2,13,157,
2,14,139,
2,14,150,
2,15,100,
2,15,60,
2,16,28,
2,16,30,
2,17,15,
2,17,11,
2,18,11,
2,18,8,
2,19,10,
2,19,10,
2,20,11,
2,20,19,
2,21,17,
2,21,31,
2,22,66,
2,22,68,
2,23,70,
2,23,84,
3,0,87,
3,0,86,
3,1,82,
3,1,82,
3,2,93,
3,2,86,
3,3,92,
3,3,106,
3,4,83,
3,4,94,
3,5,90,
3,5,99,
3,6,88,
3,6,91,
3,7,90,
3,7,81,
3,8,80,
3,8,89,
3,9,88,
3,9,101,
3,10,107,
3,10,96,
3,11,100,
3,11,93,
3,12,119,
3,12,192,
3,13,200,
3,13,159,
3,14,149,
3,14,128,
3,15,75,
3,15,43,
3,16,33,
3,16,22,
3,17,15,
3,17,15,
3,18,13,
3,18,15,
3,19,17,
3,19,8,
3,20,15,
3,20,16,
3,21,21,
3,21,30,
3,22,37,
3,22,56,
3,23,70,
3,23,70,
4,0,91,
4,0,84,
4,1,88,
4,1,86,
4,2,90,
4,2,98,
4,3,111,
4,3,128,
4,4,148,
4,4,140,
4,5,124,
4,5,113,
4,6,105,
4,6,103,
4,7,107,
4,7,116,
4,8,128,
4,8,129,
4,9,116,
4,9,101,
4,10,112,
4,10,94,
4,11,103,
4,11,105,
4,12,90,
4,12,77,
4,13,87,
4,13,72,
4,14,75,
4,14,72,
4,15,57,
4,15,45,
4,16,31,
4,16,22,
4,17,15,
4,17,13,
4,18,12,
4,18,12,
4,19,9,
4,19,9,
4,20,11,
4,20,17,
4,21,19,
4,21,25,
4,22,35,
4,22,48,
4,23,58,
4,23,89,
5,0,90,
5,0,87,
5,1,91,
5,1,81,
5,2,92,
5,2,109,
5,3,115,
5,3,112,
5,4,116,
5,4,109,
5,5,102,
5,5,102,
5,6,95,
5,6,102,
5,7,95,
5,7,88,
5,8,101,
5,8,97,
5,9,97,
5,9,99,
5,10,84,
5,10,87,
5,11,73,
5,11,74,
5,12,95,
5,12,129,
5,13,127,
5,13,104,
5,14,91,
5,14,83,
5,15,73,
5,15,51,
5,16,31,
5,16,23,
5,17,23,
5,17,13,
5,18,15,
5,18,10,
5,19,9,
5,19,14,
5,20,12,
5,20,14,
5,21,19,
5,21,30,
5,22,38,
5,22,49,
5,23,56,
5,23,76,
6,0,85,
6,0,74,
6,1,124,
6,1,77,
6,2,85,
6,2,98,
6,3,98,
6,3,89,
6,4,84,
6,4,86,
6,5,91,
6,5,109,
6,6,97,
6,6,93,
6,7,87,
6,7,83,
6,8,83,
6,8,86,
6,9,76,
6,9,82,
6,10,78,
6,10,88,
6,11,98,
6,11,104,
6,12,109,
6,12,93,
6,13,74,
6,13,149,
6,14,219,
6,14,239,
6,15,239,
6,15,125,
6,16,59,
6,16,36,
6,17,22,
6,17,18,
6,18,14,
6,18,14,
6,19,10,
6,19,10,
6,20,11,
6,20,16,
6,21,16,
6,21,24,
6,22,33,
6,22,45,
6,23,46,
6,23,71,
7,0,71,
7,0,69,
7,1,74,
7,1,91,
7,2,93,
7,2,87,
7,3,100,
7,3,103,
7,4,111,
7,4,105,
7,5,101,
7,5,98,
7,6,97,
7,6,92,
7,7,81,
7,7,83,
7,8,83,
7,8,72,
7,9,74,
7,9,74,
7,10,77,
7,10,69,
7,11,72,
7,11,74,
7,12,72,
7,12,54,
7,13,60,
7,13,51,
7,14,55,
7,14,53,
7,15,33,
7,15,29,
7,16,27,
7,16,21,
7,17,17,
7,17,14,
7,18,14,
7,18,16,
7,19,11,
7,19,8,
7,20,9,
7,20,8,
7,21,10,
7,21,15,
7,22,22,
7,22,27,
7,23,33,
7,23,51,
1,0,73,
1,0,65,
1,1,73,
1,1,73,
1,2,69,
1,2,81,
1,3,77,
1,3,71,
1,4,73,
1,4,85,
1,5,77,
1,5,88,
1,6,97,
1,6,79,
1,7,68,
1,7,59,
1,8,68,
1,8,66,
1,9,65,
1,9,55,
1,10,61,
1,10,55,
1,11,63,
1,11,55,
1,12,50,
1,12,64,
1,13,80,
1,13,68,
1,14,81,
1,14,96,
1,15,51,
1,15,39,
1,16,22,
1,16,14,
1,17,15,
1,17,9,
1,18,11,
1,18,10,
1,19,9,
1,19,12,
1,20,10,
1,20,14,
1,21,16,
1,21,26,
1,22,32,
1,22,39,
1,23,44,
1,23,63,
2,0,67,
2,0,64,
2,1,73,
2,1,78,
2,2,82,
2,2,86,
2,3,83,
2,3,80,
2,4,81,
2,4,78,
2,5,80,
2,5,87,
2,6,94,
2,6,86,
2,7,72,
2,7,78,
2,8,70,
2,8,82,
2,9,87,
2,9,79,
2,10,89,
2,10,91,
2,11,103,
2,11,95,
2,12,141,
2,12,225,
2,13,178,
2,13,146,
2,14,168,
2,14,153,
2,15,130,
2,15,69,
2,16,34,
2,16,20,
2,17,18,
2,17,12,
2,18,12,
2,18,10,
2,19,10,
2,19,11,
2,20,15,
2,20,18,
2,21,30,
2,21,29,
2,22,36,
2,22,46,
2,23,59,
2,23,61,
3,0,72,
3,0,78,
3,1,81,
3,1,88,
3,2,89,
3,2,90,
3,3,93,
3,3,85,
3,4,85,
3,4,90,
3,5,87,
3,5,80,
3,6,86,
3,6,76,
3,7,84,
3,7,84,
3,8,87,
3,8,91,
3,9,97,
3,9,100,
3,10,143,
3,10,106,
3,11,112,
3,11,94,
3,12,101,
3,12,137,
3,13,155,
3,13,134,
3,14,136,
3,14,97,
3,15,73,
3,15,47,
3,16,24,
3,16,23,
3,17,17,
3,17,14,
3,18,14,
3,18,11,
3,19,14,
3,19,13,
3,20,14,
3,20,16,
3,21,23,
3,21,35,
3,22,43,
3,22,56,
3,23,68,
3,23,78,
4,0,75,
4,0,93,
4,1,94,
4,1,115,
4,2,117,
4,2,122,
4,3,113,
4,3,119,
4,4,111,
4,4,108,
4,5,113,
4,5,106,
4,6,88,
4,6,93,
4,7,85,
4,7,102,
4,8,81,
4,8,95,
4,9,109,
4,9,106,
4,10,105,
4,10,87,
4,11,82,
4,11,87,
4,12,75,
4,12,70,
4,13,63,
4,13,65,
4,14,62,
4,14,57,
4,15,46,
4,15,41,
4,16,28,
4,16,20,
4,17,15,
4,17,10,
4,18,12,
4,18,9,
4,19,12,
4,19,8,
4,20,13,
4,20,17,
4,21,27,
4,21,27,
4,22,41,
4,22,49,
4,23,65,
4,23,61,
5,0,84,
5,0,90,
5,1,80,
5,1,75,
5,2,92,
5,2,87,
5,3,94,
5,3,97,
5,4,96,
5,4,114,
5,5,106,
5,5,91,
5,6,89,
5,6,84,
5,7,106,
5,7,130,
5,8,107,
5,8,103,
5,9,101,
5,9,94,
5,10,100,
5,10,96,
5,11,114,
5,11,96,
5,12,108,
5,12,169,
5,13,183,
5,13,134,
5,14,225,
5,14,154,
5,15,100,
5,15,60,
5,16,35,
5,16,25,
5,17,16,
5,17,13,
5,18,12,
5,18,8,
5,19,10,
5,19,9,
5,20,15,
5,20,14,
5,21,18,
5,21,30,
5,22,41,
5,22,56,
5,23,66,
5,23,124,
6,0,93,
6,0,136,
6,1,86,
6,1,85,
6,2,100,
6,2,97,
6,3,102,
6,3,82,
6,4,82,
6,4,81,
6,5,97,
6,5,88,
6,6,87,
6,6,82,
6,7,105,
6,7,111,
6,8,100,
6,8,94,
6,9,106,
6,9,90,
