4,26,1,117,
4,26,2,117,
4,26,3,118,
4,26,4,109,
4,26,5,90,
4,26,6,91,
4,26,7,97,
4,26,8,107,
4,26,9,106,
4,26,10,87,
4,26,11,86,
4,26,12,69,
4,26,13,65,
4,26,14,53,
4,26,15,41,
4,26,16,20,
4,26,17,11,
4,26,18,10,
4,26,19,12,
4,26,20,24,
4,26,21,41,
4,26,22,62,
4,26,23,72,
5,27,0,84,
5,27,1,92,
5,27,2,94,
5,27,3,97,
5,27,4,111,
5,27,5,91,
5,27,6,105,
5,27,7,121,
5,27,8,103,
5,27,9,99,
5,27,10,110,
5,27,11,107,
5,27,12,178,
5,27,13,205,
5,27,14,143,
5,27,15,56,
5,27,16,23,
5,27,17,12,
5,27,18,10,
5,27,19,14,
5,27,20,18,
5,27,21,37,
5,27,22,65,
5,27,23,111,
6,28,0,129,
6,28,1,100,
6,28,2,102,
6,28,3,82,
6,28,4,94,
6,28,5,88,
6,28,6,105,
6,28,7,111,
6,28,8,96,
6,28,9,90,
6,28,10,85,
6,28,11,89,
6,28,12,95,
6,28,13,125,
6,28,14,119,
6,28,15,64,
6,28,16,23,
6,28,17,18,
6,28,18,13,
6,28,19,9,
6,28,20,15,
6,28,21,28,
6,28,22,52,
6,28,23,59,
7,29,0,66,
7,29,1,103,
7,29,2,85,
7,29,3,80,
7,29,4,99,
7,29,5,89,
7,29,6,70,
7,29,7,66,
7,29,8,64,
7,29,9,77,
7,29,10,64,
7,29,11,70,
7,29,12,59,
7,29,13,50,
7,29,14,42,
7,29,15,29,
7,29,16,18,
7,29,17,12,
7,29,18,11,
7,29,19,10,
7,29,20,14,
7,29,21,24,
7,29,22,41,
7,29,23,57,
1,30,0,66,
1,30,1,131,
1,30,3,146,
1,30,4,103,
1,30,5,87,
1,30,6,89,
1,30,7,76,
1,30,8,79,
1,30,9,86,
1,30,10,87,
1,30,11,90,
1,30,12,76,
1,30,13,63,
1,30,14,38,
1,30,15,19,
1,30,16,12,
1,30,17,13,
1,30,18,11,
1,30,19,15,
1,30,20,24,
1,30,21,51,
1,30,22,82,
1,30,23,90,
2,31,0,103,
2,31,1,101,
2,31,2,107,
2,31,3,105,
2,31,4,102,
2,31,5,94,
2,31,6,95,
2,31,7,111,
2,31,8,122,
2,31,9,96,
2,31,10,126,
2,31,11,167,
2,31,12,151,
2,31,13,156,
2,31,14,82,
2,31,15,23,
2,31,16,16,
2,31,17,13,
2,31,18,12,
2,31,19,20,
2,31,20,32,
2,31,21,55,
2,31,22,92,
2,31,23,96,
3,1,0,98,
3,1,1,97,
3,1,2,101,
3,1,3,108,
3,1,4,117,
3,1,5,128,
3,1,6,103,
3,1,7,104,
3,1,8,107,
3,1,9,105,
3,1,10,126,
3,1,11,157,
3,1,12,137,
3,1,13,106,
3,1,14,51,
3,1,15,21,
3,1,16,12,
3,1,17,11,
3,1,18,11,
3,1,19,20,
3,1,20,37,
3,1,21,62,
3,1,22,81,
3,1,23,86,
4,2,0,100,
4,2,1,112,
4,2,2,113,
4,2,3,97,
4,2,4,106,
4,2,5,98,
4,2,6,91,
4,2,7,103,
4,2,8,119,
4,2,9,92,
4,2,10,93,
4,2,11,97,
4,2,12,80,
4,2,13,69,
4,2,14,57,
4,2,15,25,
4,2,16,13,
4,2,17,11,
4,2,18,11,
4,2,19,20,
4,2,20,37,
4,2,21,58,
4,2,22,90,
4,2,23,84,
5,3,0,136,
5,3,1,100,
5,3,2,117,
5,3,3,107,
5,3,4,110,
5,3,5,101,
5,3,6,99,
5,3,7,116,
5,3,8,111,
5,3,9,111,
5,3,10,158,
5,3,11,265,
5,3,12,291,
5,3,13,290,
5,3,14,82,
5,3,15,32,
5,3,16,20,
5,3,17,12,
5,3,18,13,
5,3,19,32,
5,3,20,42,
5,3,21,65,
5,3,22,103,
5,3,23,106,
6,4,0,116,
6,4,1,124,
6,4,2,116,
6,4,3,110,
6,4,4,117,
6,4,5,105,
6,4,6,90,
6,4,7,104,
6,4,8,101,
6,4,9,97,
6,4,10,101,
6,4,11,103,
6,4,12,115,
6,4,13,101,
6,4,14,56,
6,4,15,28,
6,4,16,18,
6,4,17,14,
6,4,18,19,
6,4,19,17,
6,4,20,36,
6,4,21,41,
6,4,22,67,
6,4,23,68,
7,5,0,86,
7,5,1,94,
7,5,2,77,
7,5,3,84,
7,5,4,93,
7,5,5,94,
7,5,6,82,
7,5,7,91,
7,5,8,97,
7,5,9,86,
7,5,10,88,
7,5,11,82,
7,5,12,72,
7,5,13,65,
7,5,14,37,
7,5,15,19,
7,5,16,16,
7,5,17,9,
7,5,18,10,
7,5,19,14,
7,5,20,18,
7,5,21,29,
7,5,22,65,
7,5,23,71,
1,6,0,79,
1,6,1,91,
1,6,2,93,
1,6,3,97,
1,6,4,112,
1,6,5,94,
1,6,6,80,
1,6,7,79,
1,6,8,92,
1,6,9,82,
1,6,10,93,
1,6,11,79,
1,6,12,92,
1,6,13,82,
1,6,14,56,
1,6,15,19,
1,6,16,27,
1,6,17,10,
1,6,18,13,
1,6,19,26,
1,6,20,35,
1,6,21,54,
1,6,22,70,
1,6,23,74,
2,7,0,79,
2,7,1,79,
2,7,2,104,
2,7,3,100,
2,7,4,104,
2,7,5,97,
2,7,6,95,
2,7,7,98,
2,7,8,98,
2,7,9,94,
2,7,10,98,
2,7,11,134,
2,7,12,168,
2,7,13,154,
2,7,14,68,
2,7,15,20,
2,7,16,13,
2,7,17,9,
2,7,18,11,
2,7,19,21,
2,7,20,56,
2,7,21,77,
2,7,22,87,
2,7,23,105,
3,8,0,112,
3,8,1,134,
3,8,2,141,
3,8,3,145,
3,8,4,108,
3,8,5,151,
3,8,6,132,
3,8,7,126,
3,8,8,110,
3,8,9,149,
3,8,10,133,
3,8,11,154,
3,8,12,173,
3,8,13,108,
3,8,14,65,
3,8,15,52,
3,8,16,17,
3,8,17,12,
3,8,18,12,
3,8,19,24,
3,8,20,43,
3,8,21,79,
3,8,22,90,
3,8,23,115,
4,9,0,142,
4,9,1,140,
4,9,2,148,
4,9,3,141,
4,9,4,135,
4,9,5,124,
4,9,6,125,
4,9,7,110,
4,9,8,112,
4,9,9,124,
4,9,10,124,
4,9,11,107,
4,9,12,89,
4,9,13,70,
4,9,14,55,
4,9,15,20,
4,9,16,55,
4,9,17,10,
4,9,18,14,
4,9,19,19,
4,9,20,31,
4,9,21,54,
4,9,22,99,
4,9,23,95,
5,10,0,115,
5,10,1,132,
5,10,2,152,
5,10,3,147,
5,10,4,131,
5,10,5,108,
5,10,6,102,
5,10,7,117,
5,10,8,144,
5,10,9,138,
5,10,10,140,
5,10,11,178,
5,10,12,154,
5,10,13,132,
5,10,14,77,
5,10,15,45,
5,10,16,20,
5,10,17,27,
5,10,18,20,
5,10,19,22,
5,10,20,41,
5,10,21,58,
5,10,22,77,
5,10,23,95,
6,11,0,94,
6,11,1,101,
6,11,2,101,
6,11,3,106,
6,11,4,111,
6,11,5,106,
6,11,6,106,
6,11,7,108,
6,11,8,106,
6,11,9,86,
6,11,10,112,
6,11,11,106,
6,11,12,108,
6,11,13,89,
6,11,14,44,
6,11,15,25,
6,11,16,20,
6,11,17,11,
6,11,18,17,
6,11,19,17,
6,11,20,26,
6,11,21,51,
6,11,22,61,
6,11,23,77,
7,12,0,111,
7,12,1,127,
7,12,2,129,
7,12,3,105,
7,12,4,98,
7,12,5,96,
7,12,6,86,
7,12,7,100,
7,12,8,94,
7,12,9,92,
7,12,10,84,
7,12,11,76,
7,12,12,72,
7,12,13,55,
7,12,14,41,
7,12,15,23,
7,12,16,12,
7,12,17,12,
7,12,18,10,
7,12,19,11,
7,12,20,16,
7,12,21,32,
7,12,22,57,
7,12,23,71,
1,13,0,95,
1,13,1,117,
1,13,2,88,
1,13,3,88,
1,13,4,99,
1,13,5,88,
1,13,6,95,
1,13,7,89,
1,13,8,77,
1,13,9,76,
1,13,10,80,
1,13,11,88,
1,13,12,77,
1,13,13,66,
1,13,14,34,
1,13,15,18,
1,13,16,11,
1,13,17,8,
1,13,18,12,
1,13,19,15,
1,13,20,31,
1,13,21,46,
1,13,22,67,
1,13,23,71,
2,14,0,81,
2,14,1,83,
2,14,2,104,
2,14,3,108,
2,14,4,100,
2,14,5,108,
2,14,6,115,
2,14,7,107,
2,14,8,130,
2,14,9,116,
2,14,10,153,
2,14,11,206,
2,14,12,251,
2,14,13,204,
2,14,14,110,
2,14,15,34,
2,14,16,17,
2,14,17,15,
2,14,18,14,
2,14,19,26,
2,14,20,36,
2,14,21,66,
2,14,22,86,
2,14,23,89,
3,15,0,100,
3,15,1,124,
3,15,2,138,
3,15,3,145,
3,15,4,125,
3,15,5,138,
3,15,6,133,
3,15,7,130,
3,15,8,132,
3,15,9,122,
3,15,10,157,
3,15,11,201,
3,15,12,157,
3,15,13,140,
3,15,14,63,
3,15,15,36,
3,15,16,21,
3,15,17,13,
3,15,18,43,
3,15,19,22,
3,15,20,44,
3,15,21,64,
3,15,22,86,
3,15,23,95,
4,16,0,107,
4,16,1,131,
4,16,2,142,
4,16,3,127,
4,16,4,128,
4,16,5,102,
4,16,6,112,
4,16,7,102,
4,16,8,102,
4,16,9,109,
4,16,10,120,
4,16,11,106,
4,16,12,94,
4,16,13,72,
4,16,14,73,
4,16,15,30,
4,16,16,17,
4,16,17,12,
4,16,18,20,
4,16,19,16,
4,16,20,35,
4,16,21,58,
4,16,22,76,
4,16,23,82,
5,17,0,85,
5,17,1,113,
5,17,2,113,
5,17,3,101,
5,17,4,112,
5,17,5,106,
5,17,6,122,
5,17,7,102,
5,17,8,94,
5,17,9,107,
5,17,10,140,
5,17,11,174,
5,17,12,170,
5,17,13,141,
5,17,14,58,
5,17,15,36,
5,17,16,13,
5,17,17,10,
5,17,18,8,
5,17,19,17,
5,17,20,32,
5,17,21,54,
5,17,22,74,
5,17,23,73,
6,18,0,90,
6,18,1,95,
6,18,2,98,
6,18,3,97,
6,18,4,105,
6,18,5,100,
6,18,6,95,
6,18,7,261,
6,18,8,163,
6,18,9,108,
6,18,10,107,
6,18,11,97,
6,18,12,89,
6,18,13,92,
6,18,14,63,
6,18,15,25,
6,18,16,17,
6,18,17,11,
6,18,18,10,
6,18,19,12,
6,18,20,21,
6,18,21,42,
6,18,22,55,
6,18,23,75,
7,19,0,75,
7,19,1,70,
7,19,2,89,
7,19,3,115,
7,19,4,103,
7,19,5,69,
7,19,6,61,
7,19,7,67,
7,19,8,62,
7,19,9,84,
7,19,10,75,
7,19,11,70,
7,19,12,80,
7,19,13,39,
7,19,14,1,
