1,9,18,7,
1,9,19,25,
1,9,20,34,
1,9,21,21,
1,9,22,12,
1,9,23,5,
2,10,0,73,
2,10,1,99,
2,10,2,88,
2,10,3,100,
2,10,4,88,
2,10,5,96,
2,10,6,98,
2,10,7,92,
2,10,8,91,
2,10,9,92,
2,10,10,110,
2,10,11,135,
2,10,12,163,
2,10,13,185,
2,10,14,165,
2,10,15,77,
2,10,16,29,
2,10,17,11,
2,10,18,12,
2,10,19,15,
2,10,20,22,
2,10,21,40,
2,10,22,66,
2,10,23,91,
3,11,0,97,
3,11,1,112,
3,11,2,113,
3,11,3,107,
3,11,4,126,
3,11,5,114,
3,11,6,106,
3,11,7,103,
3,11,8,113,
3,11,9,96,
3,11,10,100,
3,11,11,110,
3,11,12,134,
3,11,13,137,
3,11,14,95,
3,11,15,50,
3,11,16,21,
3,11,17,23,
3,11,18,11,
3,11,19,17,
3,11,20,22,
3,11,21,44,
3,11,22,75,
3,11,23,93,
4,12,0,95,
4,12,1,130,
4,12,2,136,
4,12,3,117,
4,12,4,117,
4,12,5,115,
4,12,6,108,
4,12,7,100,
4,12,8,190,
4,12,9,237,
4,12,10,176,
4,12,11,128,
4,12,12,113,
4,12,13,220,
4,12,14,267,
4,12,15,269,
4,12,16,241,
4,12,17,17,
4,12,18,14,
4,12,19,13,
4,12,20,21,
4,12,21,44,
4,12,22,74,
4,12,23,96,
5,13,0,133,
5,13,1,109,
5,13,2,125,
5,13,3,117,
5,13,4,115,
5,13,5,117,
5,13,6,104,
5,13,7,122,
5,13,8,120,
5,13,9,116,
5,13,10,115,
5,13,11,103,
5,13,12,172,
5,13,13,151,
5,13,14,142,
5,13,15,81,
5,13,16,42,
5,13,17,18,
5,13,18,27,
5,13,19,13,
5,13,20,22,
5,13,21,43,
5,13,22,63,
5,13,23,89,
6,14,0,95,
6,14,1,106,
6,14,2,104,
6,14,3,102,
6,14,4,96,
6,14,5,105,
6,14,6,99,
6,14,7,93,
6,14,8,98,
6,14,9,98,
6,14,10,88,
6,14,11,105,
6,14,12,103,
6,14,13,99,
6,14,14,77,
6,14,15,42,
6,14,16,20,
6,14,17,13,
6,14,18,11,
6,14,19,10,
6,14,20,14,
6,14,21,26,
6,14,22,48,
6,14,23,62,
7,15,0,77,
7,15,1,79,
7,15,2,92,
7,15,3,83,
7,15,4,91,
7,15,5,98,
7,15,6,97,
7,15,7,83,
7,15,8,76,
7,15,9,90,
7,15,10,81,
7,15,11,80,
7,15,12,71,
7,15,13,54,
7,15,14,40,
7,15,15,32,
7,15,16,18,
7,15,17,16,
7,15,18,12,
7,15,19,11,
7,15,20,11,
7,15,21,27,
7,15,22,33,
7,15,23,49,
1,16,0,65,
1,16,1,75,
1,16,2,84,
1,16,3,92,
1,16,4,74,
1,16,5,75,
1,16,6,75,
1,16,7,91,
1,16,8,73,
1,16,9,79,
1,16,10,82,
1,16,11,113,
1,16,12,93,
1,16,13,64,
1,16,14,56,
1,16,15,41,
1,16,16,20,
1,16,17,15,
1,16,18,12,
1,16,19,12,
1,16,20,18,
1,16,21,36,
1,16,22,55,
1,16,23,80,
2,17,0,74,
2,17,1,92,
2,17,2,89,
2,17,3,98,
2,17,4,100,
2,17,5,98,
2,17,6,89,
2,17,7,100,
2,17,8,113,
2,17,9,129,
2,17,10,103,
2,17,11,114,
2,17,12,166,
2,17,13,157,
2,17,14,143,
2,17,15,55,
2,17,16,23,
2,17,17,11,
2,17,18,10,
2,17,19,11,
2,17,20,18,
2,17,21,65,
2,17,22,69,
2,17,23,87,
3,18,0,86,
3,18,1,92,
3,18,2,92,
3,18,3,99,
3,18,4,91,
3,18,5,98,
3,18,6,91,
3,18,7,81,
3,18,8,89,
3,18,9,106,
3,18,10,99,
3,18,11,114,
3,18,12,200,
3,18,13,159,
3,18,14,126,
3,18,15,39,
3,18,16,22,
3,18,17,15,
3,18,18,17,
3,18,19,13,
3,18,20,21,
3,18,21,37,
3,18,22,68,
3,18,23,91,
4,19,0,88,
4,19,1,90,
4,19,2,111,
4,19,3,142,
4,19,4,140,
4,19,5,113,
4,19,6,107,
4,19,7,124,
4,19,8,121,
4,19,9,104,
4,19,10,101,
4,19,11,101,
4,19,12,86,
4,19,13,74,
4,19,14,72,
4,19,15,45,
4,19,16,21,
4,19,17,13,
4,19,18,12,
4,19,19,11,
4,19,20,19,
4,19,21,34,
4,19,22,57,
4,19,23,90,
5,20,0,91,
5,20,1,88,
5,20,2,110,
5,20,3,116,
5,20,4,108,
5,20,5,101,
5,20,6,99,
5,20,7,96,
5,20,8,97,
5,20,9,97,
5,20,10,87,
5,20,11,95,
5,20,12,129,
5,20,13,103,
5,20,14,83,
5,20,15,42,
5,20,16,23,
5,20,17,15,
5,20,18,10,
5,20,19,14,
5,20,20,19,
5,20,21,38,
5,20,22,55,
5,20,23,83,
6,21,0,97,
6,21,1,85,
6,21,2,98,
6,21,3,89,
6,21,4,91,
6,21,5,104,
6,21,6,93,
6,21,7,83,
6,21,8,86,
6,21,9,82,
6,21,10,98,
6,21,11,109,
6,21,12,87,
6,21,13,217,
6,21,14,239,
6,21,15,102,
6,21,16,34,
6,21,17,16,
6,21,18,13,
6,21,19,11,
6,21,20,16,
6,21,21,33,
6,21,22,46,
6,21,23,71,
7,22,0,74,
7,22,1,92,
7,22,2,100,
7,22,3,108,
7,22,4,105,
7,22,5,98,
7,22,6,85,
7,22,7,83,
7,22,8,74,
7,22,9,77,
7,22,10,72,
7,22,11,74,
7,22,12,59,
7,22,13,55,
7,22,14,52,
7,22,15,29,
7,22,16,21,
7,22,17,14,
7,22,18,15,
7,22,19,9,
7,22,20,10,
7,22,21,20,
7,22,22,32,
7,22,23,67,
1,23,0,70,
1,23,1,73,
1,23,2,81,
1,23,3,73,
1,23,4,84,
1,23,5,93,
1,23,6,78,
1,23,7,65,
1,23,8,66,
1,23,9,59,
1,23,10,62,
1,23,11,55,
1,23,12,69,
1,23,13,76,
1,23,14,84,
1,23,15,33,
1,23,16,15,
1,23,17,11,
1,23,18,9,
1,23,19,11,
1,23,20,16,
1,23,21,29,
1,23,22,43,
1,23,23,65,
2,24,0,73,
2,24,1,82,
2,24,2,86,
2,24,3,81,
2,24,4,80,
2,24,5,93,
2,24,6,84,
2,24,7,77,
2,24,8,85,
2,24,9,88,
2,24,10,99,
2,24,11,135,
2,24,12,213,
2,24,13,168,
2,24,14,153,
2,24,15,67,
2,24,16,20,
2,24,17,12,
2,24,18,10,
2,24,19,13,
2,24,20,30,
2,24,21,36,
2,24,22,59,
2,24,23,70,
3,25,0,81,
3,25,1,89,
3,25,2,93,
3,25,3,85,
3,25,4,90,
3,25,5,86,
3,25,6,84,
3,25,7,87,
3,25,8,97,
3,25,9,127,
3,25,10,110,
3,25,11,101,
3,25,12,148,
3,25,13,136,
3,25,14,91,
3,25,15,41,
3,25,16,19,
3,25,17,14,
3,25,18,12,
3,25,19,14,
3,25,20,20,
3,25,21,43,
3,25,22,68,
3,25,23,78,
4,26,0,94,
