1394386260000 7.0
1394389860000 25.0
1394393460000 34.0
1394397060000 21.0
1394400660000 12.0
1394404260000 5.0
1394407860000 73.0
1394411460000 99.0
1394415060000 88.0
1394418660000 100.0
1394422260000 88.0
1394425860000 96.0
1394429460000 98.0
1394433060000 92.0
1394436660000 91.0
1394440260000 92.0
1394443860000 110.0
1394447460000 135.0
1394451060000 163.0
1394454660000 185.0
1394458260000 165.0
1394461860000 77.0
1394465460000 29.0
1394469060000 11.0
1394472660000 12.0
1394476260000 15.0
1394479860000 22.0
1394483460000 40.0
1394487060000 66.0
1394490660000 91.0
1394494260000 97.0
1394497860000 112.0
1394501460000 113.0
1394505060000 107.0
1394508660000 126.0
1394512260000 114.0
1394515860000 106.0
1394519460000 103.0
1394523060000 113.0
1394526660000 96.0
1394530260000 100.0
1394533860000 110.0
1394537460000 134.0
1394541060000 137.0
1394544660000 95.0
1394548260000 50.0
1394551860000 21.0
1394555460000 23.0
1394559060000 11.0
1394562660000 17.0
1394566260000 22.0
1394569860000 44.0
1394573460000 75.0
1394577060000 93.0
1394580660000 95.0
1394584260000 130.0
1394587860000 136.0
1394591460000 117.0
1394595060000 117.0
1394598660000 115.0
1394602260000 108.0
1394605860000 100.0
1394609460000 190.0
1394613060000 237.0
1394616660000 176.0
1394620260000 128.0
1394623860000 113.0
1394627460000 220.0
1394631060000 267.0
1394634660000 269.0
1394638260000 241.0
1394641860000 17.0
1394645460000 14.0
1394649060000 13.0
1394652660000 21.0
1394656260000 44.0
1394659860000 74.0
1394663460000 96.0
1394667060000 133.0
1394670660000 109.0
1394674260000 125.0
1394677860000 117.0
1394681460000 115.0
1394685060000 117.0
1394688660000 104.0
1394692260000 122.0
1394695860000 120.0
1394699460000 116.0
1394703060000 115.0
1394706660000 103.0
1394710260000 172.0
1394713860000 151.0
1394717460000 142.0
1394721060000 81.0
1394724660000 42.0
1394728260000 18.0
1394731860000 27.0
1394735460000 13.0
1394739060000 22.0
1394742660000 43.0
1394746260000 63.0
1394749860000 89.0
1394753460000 95.0
1394757060000 106.0
1394760660000 104.0
1394764260000 102.0
1394767860000 96.0
1394771460000 105.0
1394775060000 99.0
1394778660000 93.0
1394782260000 98.0
1394785860000 98.0
1394789460000 88.0
1394793060000 105.0
1394796660000 103.0
1394800260000 99.0
1394803860000 77.0
1394807460000 42.0
1394811060000 20.0
1394814660000 13.0
1394818260000 11.0
1394821860000 10.0
1394825460000 14.0
1394829060000 26.0
1394832660000 48.0
1394836260000 62.0
1394839860000 77.0
1394843460000 79.0
1394847060000 92.0
1394850660000 83.0
1394854260000 91.0
1394857860000 98.0
1394861460000 97.0
1394865060000 83.0
1394868660000 76.0
1394872260000 90.0
1394875860000 81.0
1394879460000 80.0
1394883060000 71.0
1394886660000 54.0
1394890260000 40.0
1394893860000 32.0
1394897460000 18.0
1394901060000 16.0
1394904660000 12.0
1394908260000 11.0
1394911860000 11.0
1394915460000 27.0
1394919060000 33.0
1394922660000 49.0
1394926260000 65.0
1394929860000 75.0
1394933460000 84.0
1394937060000 92.0
1394940660000 74.0
1394944260000 75.0
1394947860000 75.0
1394951460000 91.0
1394955060000 73.0
1394958660000 79.0
1394962260000 82.0
1394965860000 113.0
1394969460000 93.0
1394973060000 64.0
1394976660000 56.0
1394980260000 41.0
1394983860000 20.0
1394987460000 15.0
1394991060000 12.0
1394994660000 12.0
1394998260000 18.0
1395001860000 36.0
1395005460000 55.0
1395009060000 80.0
1395012660000 74.0
1395016260000 92.0
1395019860000 89.0
1395023460000 98.0
1395027060000 100.0
1395030660000 98.0
1395034260000 89.0
1395037860000 100.0
1395041460000 113.0
1395045060000 129.0
1395048660000 103.0
1395052260000 114.0
1395055860000 166.0
1395059460000 157.0
1395063060000 143.0
1395066660000 55.0
1395070260000 23.0
1395073860000 11.0
1395077460000 10.0
1395081060000 11.0
1395084660000 18.0
1395088260000 65.0
1395091860000 69.0
1395095460000 87.0
1395099060000 86.0
1395102660000 92.0
1395106260000 92.0
1395109860000 99.0
1395113460000 91.0
1395117060000 98.0
1395120660000 91.0
1395124260000 81.0
1395127860000 89.0
1395131460000 106.0
1395135060000 99.0
1395138660000 114.0
1395142260000 200.0
1395145860000 159.0
1395149460000 126.0
1395153060000 39.0
1395156660000 22.0
1395160260000 15.0
1395163860000 17.0
1395167460000 13.0
1395171060000 21.0
1395174660000 37.0
1395178260000 68.0
1395181860000 91.0
1395185460000 88.0
1395189060000 90.0
1395192660000 111.0
1395196260000 142.0
1395199860000 140.0
1395203460000 113.0
1395207060000 107.0
1395210660000 124.0
1395214260000 121.0
1395217860000 104.0
1395221460000 101.0
1395225060000 101.0
1395228660000 86.0
1395232260000 74.0
1395235860000 72.0
1395239460000 45.0
1395243060000 21.0
1395246660000 13.0
1395250260000 12.0
1395253860000 11.0
1395257460000 19.0
1395261060000 34.0
1395264660000 57.0
1395268260000 90.0
1395271860000 91.0
1395275460000 88.0
1395279060000 110.0
1395282660000 116.0
1395286260000 108.0
1395289860000 101.0
1395293460000 99.0
1395297060000 96.0
1395300660000 97.0
1395304260000 97.0
1395307860000 87.0
1395311460000 95.0
1395315060000 129.0
1395318660000 103.0
1395322260000 83.0
1395325860000 42.0
1395329460000 23.0
1395333060000 15.0
1395336660000 10.0
1395340260000 14.0
1395343860000 19.0
1395347460000 38.0
1395351060000 55.0
1395354660000 83.0
1395358260000 97.0
1395361860000 85.0
1395365460000 98.0
1395369060000 89.0
1395372660000 91.0
1395376260000 104.0
1395379860000 93.0
1395383460000 83.0
1395387060000 86.0
1395390660000 82.0
1395394260000 98.0
1395397860000 109.0
1395401460000 87.0
1395405060000 217.0
1395408660000 239.0
1395412260000 102.0
1395415860000 34.0
1395419460000 16.0
1395423060000 13.0
1395426660000 11.0
1395430260000 16.0
1395433860000 33.0
1395437460000 46.0
1395441060000 71.0
1395444660000 74.0
1395448260000 92.0
1395451860000 100.0
1395455460000 108.0
1395459060000 105.0
1395462660000 98.0
1395466260000 85.0
1395469860000 83.0
1395473460000 74.0
1395477060000 77.0
1395480660000 72.0
1395484260000 74.0
1395487860000 59.0
1395491460000 55.0
1395495060000 52.0
1395498660000 29.0
1395502260000 21.0
1395505860000 14.0
1395509460000 15.0
1395513060000 9.0
1395516660000 10.0
1395520260000 20.0
1395523860000 32.0
1395527460000 67.0
1395531060000 70.0
1395534660000 73.0
1395538260000 81.0
1395541860000 73.0
1395545460000 84.0
1395549060000 93.0
1395552660000 78.0
1395556260000 65.0
1395559860000 66.0
1395563460000 59.0
1395567060000 62.0
1395570660000 55.0
1395574260000 69.0
1395577860000 76.0
1395581460000 84.0
1395585060000 33.0
1395588660000 15.0
1395592260000 11.0
1395595860000 9.0
1395599460000 11.0
1395603060000 16.0
1395606660000 29.0
1395610260000 43.0
1395613860000 65.0
1395617460000 73.0
1395621060000 82.0
1395624660000 86.0
1395628260000 81.0
1395631860000 80.0
1395635460000 93.0
1395639060000 84.0
1395642660000 77.0
1395646260000 85.0
1395649860000 88.0
1395653460000 99.0
1395657060000 135.0
1395660660000 213.0
1395664260000 168.0
1395667860000 153.0
1395671460000 67.0
1395675060000 20.0
1395678660000 12.0
1395682260000 10.0
1395685860000 13.0
1395689460000 30.0
1395693060000 36.0
1395696660000 59.0
1395700260000 70.0
1395703860000 81.0
1395707460000 89.0
1395711060000 93.0
1395714660000 85.0
1395718260000 90.0
1395721860000 86.0
1395725460000 84.0
1395729060000 87.0
1395732660000 97.0
1395736260000 127.0
1395739860000 110.0
1395743460000 101.0
1395747060000 148.0
1395750660000 136.0
1395754260000 91.0
1395757860000 41.0
1395761460000 19.0
