3;80000;91.701;79753.125;5.8;16.0;
3;80000;67.21;81070.622;1.86;4.0;
3;80000;76.045;80036.705;11.68;49.0;
3;80000;80.7;79124.892;24.1;113.0;
3;80000;81.66;79371.136;14.2;76.0;
3;80000;63.525;78451.977;7.2;35.0;
3;80000;60.987;79464.376;7.52;12.0;
3;80000;65.531;80238.209;8.56;36.0;
3;80000;64.54;81563.365;5.44;14.0;
4;80000;63.357;81167.943;6.32;22.0;
4;80000;44.46;80077.042;5.26;11.0;
4;80000;69.414;81024.81;20.04;74.0;
4;80000;78.743;81299.982;13.26;84.0;
4;80000;73.468;81564.856;13.78;51.0;
4;80000;76.97;75274.043;4.26;17.0;
4;80000;61.215;48753.924;3.82;10.0;
4;80000;75.165;56621.632;7.3;19.0;
4;80000;76.06;72363.015;34.74;150.0;
4;80000;71.887;73604.124;38.78;152.0;
4;80000;77.428;76585.557;26.44;87.0;
4;80000;71.738;79229.327;59.2;253.0;
4;80000;81.527;76355.501;69.2;340.0;
4;80000;72.262;80021.445;20.78;63.0;
4;80000;66.395;80266.098;17.6;56.0;
4;80000;73.546;82371.961;7.12;24.0;
4;80000;76.136;80533.599;11.26;31.0;
4;80000;65.848;79627.853;24.76;139.0;
4;80000;70.822;78998.521;14.6;40.0;
4;80000;71.617;80334.983;17.14;80.0;
4;80000;75.685;80135.831;24.68;101.0;
4;80000;71.823;79132.026;7.24;24.0;
4;80000;69.827;80078.77;11.92;41.0;
4;80000;72.696;78977.936;18.58;50.0;
4;80000;74.04;73942.309;8.72;37.0;
4;80000;71.498;78383.809;74.64;293.0;
4;80000;72.833;78947.433;27.5;181.0;
4;80000;67.046;78913.357;22.68;115.0;
4;80000;69.883;72210.218;57.52;247.0;
4;80000;82.074;78825.319;16.72;60.0;
4;80000;81.017;78089.421;15.08;45.0;
4;80000;70.362;79150.127;7.46;33.0;
4;80000;70.626;80127.642;7.84;20.0;
4;80000;67.728;81809.508;24.06;99.0;
4;80000;72.838;78850.633;16.6;71.0;
4;80000;77.572;79802.741;18.92;74.0;
4;80000;64.655;78186.532;24.96;111.0;
4;80000;70.811;79917.856;36.74;158.0;
4;80000;68.216;77583.461;11.48;52.0;
4;80000;71.104;79806.376;4.26;13.0;
4;80000;68.046;81066.189;6.72;26.0;
4;80000;74.587;79438.304;8.74;17.0;
4;80000;70.64;78772.227;16.48;42.0;
4;80000;60.898;79761.792;7.6;14.0;
4;80000;70.602;79121.756;8.16;13.0;
4;80000;70.856;81827.978;8.86;33.0;
4;80000;62.581;72050.136;12.6;35.0;
4;80000;69.543;79709.025;12.88;51.0;
4;80000;75.646;80667.5;14.14;49.0;
4;80000;77.885;78631.583;10.74;37.0;
4;80000;67.855;79617.406;28.22;132.0;
4;80000;71.399;78254.544;30.5;158.0;
4;80000;72.081;80034.966;17.14;47.0;
4;80000;82.2;79910.731;14.84;45.0;
4;80000;75.124;79526.049;11.34;30.0;
4;80000;69.696;80600.505;7.94;40.0;
4;80000;79.719;77845.26;2.28;6.0;
4;80000;70.088;82115.735;13.24;38.0;
4;80000;76.376;80974.214;7.34;11.0;
4;80000;73.626;80964.445;29.3;93.0;
4;80000;75.027;79511.396;41.8;146.0;
4;80000;69.448;79794.05;7.36;27.0;
4;80000;68.431;79388.869;11.78;41.0;
4;80000;72.134;79228.713;5.56;19.0;
4;80000;73.203;79339.653;6.24;12.0;
4;80000;75.7;79492.275;8.82;28.0;
4;80000;64.973;79765.827;5.72;14.0;
4;80000;78.127;79722.642;17.5;78.0;
4;80000;71.587;66587.947;27.38;87.0;
4;80000;60.911;80351.46;7.36;27.0;
4;80000;69.443;79296.031;25.48;105.0;
4;80000;72.646;79932.301;6.38;13.0;
4;80000;76.048;79210.44;11.32;42.0;
4;80000;75.889;79477.43;11.32;32.0;
4;80000;79.196;77134.527;60.52;223.0;
4;80000;73.402;79825.123;18.38;78.0;
4;80000;74.612;78363.825;20.4;60.0;
4;80000;72.409;78718.821;31.42;141.0;
4;80000;67.241;76463.035;14.88;39.0;
4;80000;74.026;82731.615;7.16;31.0;
4;80000;77.279;74563.535;7.98;21.0;
4;80000;70.808;78730.651;15.02;61.0;
4;80000;73.592;78389.455;12.28;41.0;
4;80000;74.518;78784.752;43.08;173.0;
4;80000;72.348;79793.609;21.04;100.0;
4;80000;66.015;78927.844;21.46;65.0;
4;80000;80.047;80355.165;57.02;251.0;
4;80000;72.699;79849.351;6.4;17.0;
4;80000;67.485;79868.868;5.8;17.0;
4;80000;61.854;79576.142;14.22;70.0;
4;80000;80.424;78453.346;3.62;11.0;
4;80000;64.438;80618.0;8.8;35.0;
4;80000;76.547;80906.049;6.26;13.0;
4;80000;65.979;80287.764;11.5;63.0;
4;80000;67.877;79203.663;10.68;66.0;
4;80000;65.907;79716.374;2.16;6.0;
4;80000;80.131;79420.837;13.14;54.0;
4;80000;75.969;79705.614;12.34;72.0;
4;80000;72.545;78162.12;8.36;20.0;
4;95000;87.529;96020.47;6.82;17.0;
4;95000;88.43;95726.583;8.92;24.0;
4;95000;77.457;97800.021;38.38;178.0;
4;95000;69.15;96016.274;61.2;229.0;
4;95000;77.901;95268.165;47.44;165.0;
4;95000;74.705;96128.396;39.12;105.0;
4;95000;67.124;94517.439;50.82;253.0;
5;95000;52.6;96521.758;52.76;183.0;
5;95000;63.896;92745.138;4.38;8.0;
5;95000;57.715;93127.096;11.42;23.0;
5;95000;82.365;95038.527;21.38;69.0;
5;95000;68.332;98730.613;8.6;40.0;
5;95000;74.768;61282.86;4.66;16.0;
5;95000;71.569;73885.039;12.84;65.0;
5;95000;80.792;72696.965;13.3;64.0;
5;95000;76.378;90587.631;66.04;342.0;
5;95000;68.681;94230.725;43.64;283.0;
5;95000;70.902;95323.618;57.52;358.0;
5;95000;68.907;94163.2;49.6;205.0;
5;95000;66.084;95657.007;36.22;116.0;
5;95000;73.163;94403.428;14.06;56.0;
5;95000;73.513;94035.098;19.18;63.0;
5;95000;69.675;94748.069;15.32;56.0;
5;95000;66.469;94251.842;21.96;79.0;
5;95000;65.07;94897.222;22.16;73.0;
5;95000;69.361;94169.345;9.94;20.0;
5;95000;69.64;95906.691;13.18;40.0;
5;95000;72.963;93900.623;39.88;136.0;
5;95000;70.44;95816.941;37.78;133.0;
5;95000;77.093;93724.444;20.92;76.0;
5;95000;72.277;95675.878;40.54;123.0;
5;95000;67.682;94281.533;43.94;161.0;
5;95000;73.251;94136.87;18.74;62.0;
5;95000;65.625;94494.715;22.74;86.0;
5;95000;75.333;95330.375;16.9;55.0;
5;95000;71.158;92293.863;64.82;231.0;
5;95000;67.411;97460.346;46.16;169.0;
5;95000;74.313;92092.567;18.38;53.0;
5;95000;70.879;93277.379;37.16;131.0;
5;95000;78.445;92575.511;69.5;320.0;
5;95000;64.416;95411.466;22.76;81.0;
5;95000;72.739;96553.936;16.66;49.0;
5;95000;72.614;92929.639;18.08;67.0;
5;95000;73.38;95552.517;12.1;28.0;
5;95000;70.211;93542.991;20.76;72.0;
5;95000;69.446;94360.394;3.38;7.0;
5;95000;59.38;93152.444;15.1;46.0;
5;95000;66.851;93805.07;35.18;154.0;
5;95000;66.816;94009.933;12.42;23.0;
5;95000;72.018;94312.831;11.36;25.0;
5;95000;78.622;94454.034;20.62;65.0;
5;95000;72.167;95379.055;31.06;156.0;
5;95000;70.401;93696.713;23.68;134.0;
5;95000;69.809;93205.226;2.02;6.0;
5;95000;73.896;95385.318;17.82;42.0;
5;95000;69.485;95066.777;28.92;144.0;
5;95000;73.807;94603.54;10.84;11.0;
5;95000;67.842;95287.205;12.0;53.0;
5;95000;62.773;94735.773;14.66;50.0;
5;95000;64.708;95815.681;44.44;161.0;
5;95000;80.677;94316.161;16.64;117.0;
5;95000;67.248;97168.977;13.48;62.0;
5;95000;76.729;93766.055;5.34;21.0;
5;95000;67.474;92234.032;8.44;33.0;
5;95000;70.468;90014.537;4.82;16.0;
5;95000;81.926;95423.04;22.38;71.0;
5;95000;76.768;92368.653;12.88;37.0;
5;95000;68.825;95287.225;39.42;141.0;
5;95000;70.505;95620.433;14.5;64.0;
5;95000;70.798;94980.937;59.58;299.0;
5;95000;76.319;89937.023;73.26;277.0;
5;95000;72.82;89002.139;69.74;221.0;
5;95000;71.941;88306.615;7.6;22.0;
5;95000;67.388;94172.823;8.24;39.0;
5;95000;77.232;97635.201;4.12;12.0;
5;95000;70.312;94621.963;26.54;101.0;
5;95000;68.522;94904.597;12.3;52.0;
5;95000;72.475;94078.243;38.7;172.0;
5;95000;71.512;95159.525;17.06;87.0;
5;95000;69.988;96218.147;19.16;83.0;
5;95000;68.026;95779.655;7.4;22.0;
5;95000;59.835;95190.664;8.48;41.0;
5;95000;67.493;94445.073;5.8;13.0;
5;95000;75.724;95065.678;35.24;145.0;
5;95000;67.9;89210.071;17.18;51.0;
5;95000;64.433;93604.351;26.44;155.0;
5;95000;68.755;93952.836;35.7;112.0;
5;95000;68.49;91508.667;37.3;168.0;
5;95000;72.056;94709.037;18.08;50.0;
5;95000;69.568;95298.312;6.98;23.0;
5;95000;74.35;94467.528;16.64;48.0;
5;95000;71.426;90678.625;22.08;125.0;
5;95000;66.367;95402.637;34.42;134.0;
5;95000;67.784;95640.298;26.58;130.0;
5;95000;71.842;96023.549;23.26;83.0;
5;95000;69.233;96240.635;32.28;156.0;
5;95000;80.485;92616.511;11.18;30.0;
5;95000;70.958;94738.855;4.96;17.0;
5;95000;70.371;91695.012;7.86;22.0;
5;95000;64.731;94896.504;18.8;37.0;
5;95000;68.407;93480.321;25.12;86.0;
5;95000;64.226;94663.072;10.78;60.0;
5;95000;72.559;95435.134;19.16;73.0;
5;95000;67.604;93728.854;25.58;122.0;
5;95000;62.97;96034.547;17.84;55.0;
5;95000;67.917;94095.444;2.3;6.0;
5;95000;62.605;94953.472;10.56;27.0;
5;112000;70.935;107827.844;10.9;23.0;
5;112000;77.017;108478.31;7.42;17.0;
5;112000;73.167;112704.412;9.92;26.0;
5;112000;76.133;112007.896;58.94;217.0;
5;112000;69.368;111581.596;28.46;109.0;
5;112000;65.215;108720.722;60.88;177.0;
5;112000;72.242;112334.928;61.34;185.0;
6;112000;55.998;112721.005;78.7;226.0;
6;112000;54.569;110048.817;5.54;19.0;
6;112000;70.331;111043.239;14.04;49.0;
6;112000;73.377;113332.985;19.84;95.0;
6;112000;57.12;110757.63;73.86;239.0;
6;112000;67.218;107669.508;74.28;303.0;
6;112000;64.146;84849.603;3.24;13.0;
6;112000;73.696;70472.235;8.6;33.0;
6;112000;70.919;84929.757;10.06;33.0;
6;112000;75.657;84902.643;36.48;165.0;
6;112000;69.13;99678.868;42.04;216.0;
6;112000;76.388;99768.119;49.46;269.0;
6;112000;75.425;111947.375;64.9;252.0;
6;112000;74.148;106191.817;74.24;258.0;
6;112000;71.871;107701.939;19.0;94.0;
6;112000;68.149;109021.693;29.9;73.0;
6;112000;61.782;107982.32;38.36;196.0;
6;112000;75.355;110746.757;20.74;117.0;
6;112000;78.368;113057.291;29.4;115.0;
6;112000;78.077;110206.219;9.92;13.0;
6;112000;71.725;111321.559;40.76;122.0;
6;112000;71.511;109450.15;26.74;118.0;
6;112000;67.919;111394.837;23.92;94.0;
6;112000;69.035;112746.764;32.98;105.0;
6;112000;70.583;111951.695;29.28;100.0;
6;112000;64.766;109841.232;11.4;57.0;
6;112000;70.228;112332.098;19.38;60.0;
6;112000;62.671;115291.48;39.52;185.0;
6;112000;74.791;113079.153;38.16;228.0;
6;112000;69.022;111782.375;22.16;59.0;
6;112000;62.938;113143.51;17.22;84.0;
6;112000;69.067;110609.654;39.8;108.0;
6;112000;73.026;115016.481;33.6;127.0;
6;112000;68.753;113300.501;30.46;211.0;
6;112000;76.987;112140.044;15.76;58.0;
6;112000;69.32;92775.713;58.28;237.0;
6;112000;69.397;89203.004;137.36;382.0;
6;112000;64.815;97523.854;98.54;288.0;
6;112000;83.619;97422.302;111.88;336.0;
6;112000;81.228;105933.23;82.64;271.0;
6;112000;69.984;101896.23;34.2;160.0;
6;112000;73.422;110761.48;36.22;108.0;
6;112000;62.62;107885.287;10.74;27.0;
6;112000;74.514;110353.881;12.16;45.0;
6;112000;70.548;109908.611;75.0;301.0;
6;112000;69.354;111517.542;19.24;84.0;
6;112000;75.159;111084.832;15.74;37.0;
6;112000;67.574;108933.982;11.96;40.0;
6;112000;67.922;109862.967;17.02;73.0;
6;112000;66.55;111849.272;9.2;44.0;
6;112000;67.976;109505.682;30.32;109.0;
6;112000;73.649;112044.882;16.56;35.0;
6;112000;72.506;108910.847;54.32;253.0;
